mic;symbol;isin;date;open_value;high_value;low_value;last_value;change_prev_close_percentage;turnover
XZAG;CBX;HRZB00ICBEX6;25.3.2021;1853,8;1855,87;1845,13;1846,46;-0,38;4642563,27
XZAG;CBX;HRZB00ICBEX6;24.3.2021;1862,55;1862,97;1849,88;1853,53;-0,48;2784631,24
XZAG;CBX;HRZB00ICBEX6;23.3.2021;1856,34;1862,55;1855,42;1862,55;0,33;4108940,8
XZAG;CBX;HRZB00ICBEX6;22.3.2021;1854,53;1856,34;1841,48;1856,34;0,1;4199697,62
XZAG;CBX;HRZB00ICBEX6;19.3.2021;1855,68;1856,45;1842,04;1854,42;-0,07;5272760,86
XZAG;CBX;HRZB00ICBEX6;18.3.2021;1863,51;1865,26;1855,68;1855,68;-0,42;4021345,37
XZAG;CBX;HRZB00ICBEX6;17.3.2021;1876,71;1878,49;1863,51;1863,51;-0,73;2743309,92
XZAG;CBX;HRZB00ICBEX6;16.3.2021;1877,17;1887,26;1876,89;1877,16;-0,04;4815070,36
XZAG;CBX;HRZB00ICBEX6;15.3.2021;1869,72;1882,58;1869,72;1877,84;0,41;3421717,34
XZAG;CBX;HRZB00ICBEX6;12.3.2021;1863,95;1873,13;1857,17;1870,2;0,28;8162507,22
XZAG;CBX;HRZB00ICBEX6;11.3.2021;1862,7;1865,16;1857,59;1864,9;0,12;5856308,82
XZAG;CBX;HRZB00ICBEX6;10.3.2021;1861,67;1864,66;1855,69;1862,7;-0,03;7033457,9
XZAG;CBX;HRZB00ICBEX6;9.3.2021;1846,65;1863,5;1841,56;1863,19;0,9;8647584,28
XZAG;CBX;HRZB00ICBEX6;8.3.2021;1829,77;1846,65;1829,06;1846,65;0,92;3754987,05
XZAG;CBX;HRZB00ICBEX6;5.3.2021;1846,23;1846,23;1827,5;1829,77;-0,85;4672164,7
XZAG;CBX;HRZB00ICBEX6;4.3.2021;1844,35;1850,18;1843,12;1845,41;0,07;3274547,08
XZAG;CBX;HRZB00ICBEX6;3.3.2021;1841,04;1845,24;1839,06;1844,1;0,17;3715808,08
XZAG;CBX;HRZB00ICBEX6;2.3.2021;1830,55;1845,17;1830,55;1841,04;0,61;3940853,56
XZAG;CBX;HRZB00ICBEX6;1.3.2021;1830,19;1835,72;1828,24;1829,88;-0,02;2681397,76
XZAG;CBX;HRZB00ICBEX6;26.2.2021;1840,45;1841,34;1830,19;1830,19;-0,49;4063758,79
XZAG;CBX;HRZB00ICBEX6;25.2.2021;1842,89;1846,06;1836,36;1839,11;-0,21;5801719,73
XZAG;CBX;HRZB00ICBEX6;24.2.2021;1832,71;1843,02;1832,71;1842,89;0,56;4135482,44
XZAG;CBX;HRZB00ICBEX6;23.2.2021;1837,95;1838,48;1830,36;1832,71;-0,26;3174779,36
XZAG;CBX;HRZB00ICBEX6;22.2.2021;1849,64;1853,63;1837,5;1837,5;-0,63;6881064,62
XZAG;CBX;HRZB00ICBEX6;19.2.2021;1839,85;1855,21;1837,6;1849,19;0,49;6788234,9
XZAG;CBX;HRZB00ICBEX6;18.2.2021;1839,26;1841,88;1836,76;1840,26;0,08;3765706,98
XZAG;CBX;HRZB00ICBEX6;17.2.2021;1833,87;1839,83;1829,53;1838,85;0,27;5843678,68
XZAG;CBX;HRZB00ICBEX6;16.2.2021;1822,36;1835,2;1822,36;1833,87;0,63;8018063,84
XZAG;CBX;HRZB00ICBEX6;15.2.2021;1813,98;1833,53;1813,63;1822,36;0,47;9614106,44
XZAG;CBX;HRZB00ICBEX6;12.2.2021;1804,68;1816,82;1804,68;1813,78;0,5;4758669,82
XZAG;CBX;HRZB00ICBEX6;11.2.2021;1801,47;1809,07;1800,26;1804,68;0,18;9155438,32
XZAG;CBX;HRZB00ICBEX6;10.2.2021;1788,04;1802,29;1786,01;1801,47;0,75;9180685,31
XZAG;CBX;HRZB00ICBEX6;9.2.2021;1792,93;1796,92;1786,22;1788,04;-0,27;8439365,76
XZAG;CBX;HRZB00ICBEX6;8.2.2021;1791,56;1796,73;1788,84;1792,93;0,15;9378974,05
XZAG;CBX;HRZB00ICBEX6;5.2.2021;1790,43;1794,18;1785,56;1790,28;-0,03;2510787,06
XZAG;CBX;HRZB00ICBEX6;4.2.2021;1788,11;1791,65;1785,65;1790,88;0,19;3492237,77
XZAG;CBX;HRZB00ICBEX6;3.2.2021;1795,3;1803,55;1787,49;1787,49;-0,42;3505576,93
XZAG;CBX;HRZB00ICBEX6;2.2.2021;1792,14;1798,61;1789;1795,04;0,11;7057115,84
XZAG;CBX;HRZB00ICBEX6;1.2.2021;1787,19;1795,21;1785,02;1793,1;0,38;3208175,14
XZAG;CBX;HRZB00ICBEX6;29.1.2021;1789,49;1790,24;1783,65;1786,24;-0,18;2401965,24
XZAG;CBX;HRZB00ICBEX6;28.1.2021;1799,94;1799,94;1785,25;1789,49;-0,51;5457280,6
XZAG;CBX;HRZB00ICBEX6;27.1.2021;1792,2;1802,08;1791,05;1798,6;0,37;4859436,4
XZAG;CBX;HRZB00ICBEX6;26.1.2021;1779,28;1793,13;1778,81;1791,94;0,72;2455935,22
