"mic";"symbol";"isin";"date";"trading_model_id";"open_price";"high_price";"low_price";"last_price";"vwap_price";"change_prev_close_percentage";"num_trades";"volume";"turnover"
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-30";"CT";1850,00;1850,00;1840,00;1840,00;1846,2500000000;-1,60;2;8,00;14770,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-29";"CT";1840,00;1870,00;1830,00;1870,00;1845,0000000000;1,63;9;100,00;184500,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-28";"CT";1835,00;1860,00;1835,00;1840,00;1850,9375000000;0,82;14;208,00;384995,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-27";"CT";1815,00;1825,00;1815,00;1825,00;1819,6590909091;0,55;10;88,00;160130,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-23";"CT";1795,00;1815,00;1790,00;1815,00;1795,4892141757;1,40;20;1298,00;2330545,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-22";"CT";1780,00;1790,00;1770,00;1790,00;1789,0476190476;0,00;11;84,00;150280,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-21";"CT";1780,00;1790,00;1770,00;1790,00;1773,0706521739;0,56;13;184,00;326245,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-20";"CT";1790,00;1790,00;1765,00;1780,00;1770,5896805897;0,56;11;407,00;720630,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-17";"CT";1765,00;1790,00;1765,00;1770,00;1774,6428571429;0,00;6;14,00;24845,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-16";"CT";1770,00;1770,00;1770,00;1770,00;1770,0000000000;0,85;3;13,00;23010,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-15";"CT";1775,00;1775,00;1755,00;1755,00;1758,5661764706;-1,13;15;136,00;239165,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-14";"CT";1775,00;1790,00;1775,00;1775,00;1786,8269230769;-0,28;6;52,00;92915,00
"XZAG";"ERNT";"HRERNTRA0000";"2021-12-13";"CT";1770,00;1780,00;1770,00;1780,00;1774,3085106383;-0,56;7;188,00;333570,00
