mic;symbol;isin;date;open_value;high_value;low_value;last_value;change_prev_close_percentage;turnover
XZAG;CBX10;HRZB00ICBE11;2.9.2019;1088,31;1088,31;1083,74;1084,33;-0,38;2012948,6
XZAG;CBX10;HRZB00ICBE11;30.8.2019;1090,67;1090,67;1084,7;1088,49;-0,2;4281548,8
XZAG;CBX10;HRZB00ICBE11;29.8.2019;1086,15;1090,67;1085,66;1090,67;0,45;3994010,4
XZAG;CBX10;HRZB00ICBE11;28.8.2019;1089,43;1089,43;1081,98;1085,77;-0,34;5874456,2
XZAG;CBX10;HRZB00ICBE11;27.8.2019;1091,02;1095,64;1086,11;1089,43;-0,15;3721219,4
XZAG;CBX10;HRZB00ICBE11;26.8.2019;1091,7;1091,7;1085,14;1091,02;-0,06;2777885,4
XZAG;CBX10;HRZB00ICBE11;23.8.2019;1090,65;1092,4;1089,34;1091,7;0,1;4260768
XZAG;CBX10;HRZB00ICBE11;22.8.2019;1094,08;1095,75;1090,65;1090,65;-0,47;3911494,2
XZAG;CBX10;HRZB00ICBE11;21.8.2019;1091;1095,8;1091;1095,8;0,44;2848445,6
XZAG;CBX10;HRZB00ICBE11;20.8.2019;1095,66;1097,99;1090,93;1091;-0,43;2519321,9
XZAG;CBX10;HRZB00ICBE11;19.8.2019;1095,95;1099,32;1095,66;1095,66;-0,03;3411323,9
XZAG;CBX10;HRZB00ICBE11;16.8.2019;1100,02;1100,93;1094,5;1095,95;-0,37;2527172,7
XZAG;CBX10;HRZB00ICBE11;14.8.2019;1100,46;1105,93;1100,02;1100,02;-0,02;4723565,5
XZAG;CBX10;HRZB00ICBE11;13.8.2019;1102,88;1105,03;1098,55;1100,26;-0,39;1243219,3
XZAG;CBX10;HRZB00ICBE11;12.8.2019;1105,16;1105,72;1103,44;1104,6;-0,05;1575281
XZAG;CBX10;HRZB00ICBE11;9.8.2019;1103,23;1105,23;1101,94;1105,16;0,17;3771571,4
XZAG;CBX10;HRZB00ICBE11;8.8.2019;1104,49;1104,92;1100,37;1103,23;0;948243,1
XZAG;CBX10;HRZB00ICBE11;7.8.2019;1103,78;1107,11;1102,24;1103,2;0,03;3363662,6
XZAG;CBX10;HRZB00ICBE11;6.8.2019;1107,5;1107,5;1101,67;1102,85;-0,3;2519575,4
XZAG;CBX10;HRZB00ICBE11;2.8.2019;1108,82;1110,32;1106,02;1106,21;-0,24;2608871,5
XZAG;CBX10;HRZB00ICBE11;1.8.2019;1109,08;1111,16;1106,31;1108,82;-0,02;2658145,5
XZAG;CBX10;HRZB00ICBE11;31.7.2019;1115,41;1115,41;1107,91;1109,08;-0,61;2370575,7
XZAG;CBX10;HRZB00ICBE11;30.7.2019;1114,32;1118,53;1113,81;1115,84;0,14;1968755
XZAG;CBX10;HRZB00ICBE11;29.7.2019;1117,5;1120,19;1111,37;1114,32;-0,28;2190000
XZAG;CBX10;HRZB00ICBE11;26.7.2019;1110,85;1118,49;1110,85;1117,5;0,6;2558047,9
XZAG;CBX10;HRZB00ICBE11;25.7.2019;1109,74;1111,92;1107,48;1110,85;0,02;3699768
XZAG;CBX10;HRZB00ICBE11;24.7.2019;1107,98;1110,58;1105,7;1110,58;0,23;1834367,4
XZAG;CBX10;HRZB00ICBE11;23.7.2019;1109,65;1110,55;1105,01;1107,98;-0,15;2757156,5
XZAG;CBX10;HRZB00ICBE11;22.7.2019;1108,65;1109,95;1104,4;1109,65;0,09;3285425,7
XZAG;CBX10;HRZB00ICBE11;19.7.2019;1105,41;1108,69;1104,73;1108,65;0,33;1338175
XZAG;CBX10;HRZB00ICBE11;18.7.2019;1099,44;1106,78;1096,34;1104,98;0,52;1725711,3
XZAG;CBX10;HRZB00ICBE11;17.7.2019;1105,51;1105,73;1099,05;1099,31;-0,56;1722087,7
XZAG;CBX10;HRZB00ICBE11;16.7.2019;1099,58;1105,51;1099,36;1105,51;0,51;2619291
XZAG;CBX10;HRZB00ICBE11;15.7.2019;1102,83;1102,83;1096,6;1099,86;-0,33;3318592,7
XZAG;CBX10;HRZB00ICBE11;12.7.2019;1099,35;1103,48;1099,24;1103,48;0,27;3421223,7
XZAG;CBX10;HRZB00ICBE11;11.7.2019;1095,86;1101,39;1095,02;1100,47;0,42;2415198,7
XZAG;CBX10;HRZB00ICBE11;10.7.2019;1098,58;1099,72;1095,19;1095,86;-0,11;4144630,7
XZAG;CBX10;HRZB00ICBE11;9.7.2019;1099,95;1102,93;1093,84;1097,07;-0,26;4697883,7
XZAG;CBX10;HRZB00ICBE11;8.7.2019;1105,83;1105,83;1096,65;1099,95;-0,53;4031549,7
XZAG;CBX10;HRZB00ICBE11;5.7.2019;1102,75;1107,08;1102,73;1105,83;0,16;4328865,3
XZAG;CBX10;HRZB00ICBE11;4.7.2019;1098,24;1106,43;1096,66;1104,06;0,41;3538852,4
XZAG;CBX10;HRZB00ICBE11;3.7.2019;1102,55;1102,55;1095,21;1099,55;-0,27;3017880,1
XZAG;CBX10;HRZB00ICBE11;2.7.2019;1101,63;1104,94;1097,33;1102,55;0;6357967,3
XZAG;CBX10;HRZB00ICBE11;1.7.2019;1102,67;1103,51;1100,03;1102,56;-0,01;4098981,2
XZAG;CBX10;HRZB00ICBE11;28.6.2019;1098,21;1103,04;1096,94;1102,67;0,41;3169085,3
XZAG;CBX10;HRZB00ICBE11;27.6.2019;1110,37;1110,37;1095,82;1098,21;-1,1;11376152,3
XZAG;CBX10;HRZB00ICBE11;26.6.2019;1116;1117,22;1108,88;1110,37;-0,34;3111785,4
XZAG;CBX10;HRZB00ICBE11;24.6.2019;1118,37;1119,12;1114,13;1114,13;-0,38;5813579,5
XZAG;CBX10;HRZB00ICBE11;21.6.2019;1117,22;1118,93;1113,42;1118,37;0,04;2264552,8
XZAG;CBX10;HRZB00ICBE11;19.6.2019;1112,88;1117,88;1112,22;1117,88;0,37;7390430,4
XZAG;CBX10;HRZB00ICBE11;18.6.2019;1119,82;1119,82;1112,8;1113,74;-0,79;3041501,5
XZAG;CBX10;HRZB00ICBE11;17.6.2019;1114,86;1123,92;1113,06;1122,62;0,75;6789318,3
XZAG;CBX10;HRZB00ICBE11;14.6.2019;1114,28;1116,2;1112,76;1114,21;-0,01;1430755
XZAG;CBX10;HRZB00ICBE11;13.6.2019;1120,83;1122,09;1112,56;1114,28;-0,58;3480836,1
XZAG;CBX10;HRZB00ICBE11;12.6.2019;1121,87;1127,6;1119,11;1120,83;-0,09;5270561,2
XZAG;CBX10;HRZB00ICBE11;11.6.2019;1103,76;1121,96;1103,47;1121,87;1,64;8680712,5
XZAG;CBX10;HRZB00ICBE11;10.6.2019;1092,81;1103,76;1092,65;1103,76;1,01;4621397,7
XZAG;CBX10;HRZB00ICBE11;7.6.2019;1088,39;1095,94;1088,39;1092,75;0,47;4668387
XZAG;CBX10;HRZB00ICBE11;6.6.2019;1087,74;1091,68;1085,29;1087,59;-0,01;2983095,7
XZAG;CBX10;HRZB00ICBE11;5.6.2019;1080,7;1090,35;1080,7;1087,74;0,65;5438239,7
XZAG;CBX10;HRZB00ICBE11;4.6.2019;1080,95;1084,37;1078,2;1080,7;-0,02;6425537,4
XZAG;CBX10;HRZB00ICBE11;3.6.2019;1085,38;1085,56;1080,95;1080,95;-0,41;4136025,5
XZAG;CBX10;HRZB00ICBE11;31.5.2019;1088,16;1088,82;1085,08;1085,38;-0,32;2779301,5
XZAG;CBX10;HRZB00ICBE11;30.5.2019;1095,29;1096,82;1087,9;1088,82;-0,45;6579844,3
XZAG;CBX10;HRZB00ICBE11;29.5.2019;1100,34;1101,88;1091,3;1093,7;-0,6;5657927,2
XZAG;CBX10;HRZB00ICBE11;28.5.2019;1097,75;1102,62;1097,75;1100,34;0,3;6264121,5
XZAG;CBX10;HRZB00ICBE11;27.5.2019;1101,71;1102,29;1094,68;1097,09;-0,46;3533588,7
XZAG;CBX10;HRZB00ICBE11;24.5.2019;1094,71;1102,21;1094,71;1102,14;0,68;3638610,5
XZAG;CBX10;HRZB00ICBE11;23.5.2019;1093,28;1098,43;1092,81;1094,71;0,17;9804483,3
XZAG;CBX10;HRZB00ICBE11;22.5.2019;1092,9;1096,06;1089,84;1092,86;0,06;8260774,3
XZAG;CBX10;HRZB00ICBE11;21.5.2019;1088,04;1092,66;1085,32;1092,24;0,39;11864932,8
XZAG;CBX10;HRZB00ICBE11;20.5.2019;1093,63;1093,63;1088,04;1088,04;-1,4;6698039,8
XZAG;CBX10;HRZB00ICBE11;17.5.2019;1092,54;1103,68;1092,54;1103,45;1,12;7865926
XZAG;CBX10;HRZB00ICBE11;16.5.2019;1084,15;1092,7;1081,69;1091,23;0,71;11733752,1
XZAG;CBX10;HRZB00ICBE11;15.5.2019;1087,71;1087,71;1080,02;1083,5;-0,39;8225121
XZAG;CBX10;HRZB00ICBE11;14.5.2019;1087,72;1089,56;1085,05;1087,71;0;9917925,3
XZAG;CBX10;HRZB00ICBE11;13.5.2019;1089,04;1091,29;1086;1087,72;-0,12;6850339,4
XZAG;CBX10;HRZB00ICBE11;10.5.2019;1089,02;1094,03;1086,58;1089,04;0;8893112,2
XZAG;CBX10;HRZB00ICBE11;9.5.2019;1090,31;1092,3;1087,97;1089,02;-0,12;6755611,9
XZAG;CBX10;HRZB00ICBE11;8.5.2019;1087,73;1090,62;1081,68;1090,31;0,24;5044561,7
XZAG;CBX10;HRZB00ICBE11;7.5.2019;1082,16;1088,98;1079,62;1087,73;0,6;17405401,4
XZAG;CBX10;HRZB00ICBE11;6.5.2019;1090,47;1092,12;1079,98;1081,23;-0,89;3968716,1
XZAG;CBX10;HRZB00ICBE11;3.5.2019;1087,62;1091,8;1084,87;1090,9;0,36;9495086
XZAG;CBX10;HRZB00ICBE11;2.5.2019;1085,65;1087,36;1079,43;1086,96;0,19;5064411,6
XZAG;CBX10;HRZB00ICBE11;30.4.2019;1081,74;1086,25;1077,12;1084,9;0,25;6067951,6
XZAG;CBX10;HRZB00ICBE11;29.4.2019;1074,85;1082,2;1072,54;1082,2;0,69;3870425
XZAG;CBX10;HRZB00ICBE11;26.4.2019;1072,18;1078,24;1071,29;1074,78;0,24;3692220,9
XZAG;CBX10;HRZB00ICBE11;25.4.2019;1072,41;1074,81;1070,35;1072,18;0,07;5194612,9
XZAG;CBX10;HRZB00ICBE11;24.4.2019;1081,56;1083,93;1067,58;1071,48;-0,93;5805240,9
XZAG;CBX10;HRZB00ICBE11;23.4.2019;1070,92;1081,56;1068,26;1081,56;0,87;8365620
XZAG;CBX10;HRZB00ICBE11;18.4.2019;1066,23;1072,3;1064;1072,21;0,5;1677065
XZAG;CBX10;HRZB00ICBE11;17.4.2019;1063,53;1068,01;1062,39;1066,88;0,31;7729266,4
XZAG;CBX10;HRZB00ICBE11;16.4.2019;1062,45;1064,97;1060,97;1063,53;0,04;4575944,8
XZAG;CBX10;HRZB00ICBE11;15.4.2019;1055,98;1063,1;1054,63;1063,1;0,64;2957801,7
XZAG;CBX10;HRZB00ICBE11;12.4.2019;1056,96;1057,57;1054,43;1056,3;-0,06;2826190,1
XZAG;CBX10;HRZB00ICBE11;11.4.2019;1053,4;1058,47;1052,74;1056,96;0,34;2679691,9
XZAG;CBX10;HRZB00ICBE11;10.4.2019;1050,4;1053,78;1048,91;1053,4;0,29;3099060,2
XZAG;CBX10;HRZB00ICBE11;9.4.2019;1049,66;1052,59;1048,45;1050,4;0,07;2437589,9
XZAG;CBX10;HRZB00ICBE11;8.4.2019;1050,38;1050,84;1048,32;1049,66;-0,07;3754600,6
XZAG;CBX10;HRZB00ICBE11;5.4.2019;1050,63;1051,05;1048,83;1050,38;-0,04;2429286
XZAG;CBX10;HRZB00ICBE11;4.4.2019;1050,57;1052,16;1048,19;1050,82;0,09;2025309,3
XZAG;CBX10;HRZB00ICBE11;3.4.2019;1046,71;1049,92;1046,06;1049,92;0,31;4342180,8
XZAG;CBX10;HRZB00ICBE11;2.4.2019;1046,46;1049,95;1044,41;1046,71;-0,02;3425676,8
XZAG;CBX10;HRZB00ICBE11;1.4.2019;1050,38;1050,38;1044,82;1046,88;-0,13;1732853,1
XZAG;CBX10;HRZB00ICBE11;29.3.2019;1042,09;1049,72;1040,63;1048,23;0,51;7831102,7
XZAG;CBX10;HRZB00ICBE11;28.3.2019;1040,95;1043,23;1039,36;1042,95;0,19;1414886,6
XZAG;CBX10;HRZB00ICBE11;27.3.2019;1044,99;1049,05;1040,62;1040,95;-0,39;2563840,1
XZAG;CBX10;HRZB00ICBE11;26.3.2019;1046,2;1046,2;1040,82;1044,99;0,01;2153450,9
XZAG;CBX10;HRZB00ICBE11;25.3.2019;1050,5;1050,62;1043,33;1044,89;-0,47;5065183
XZAG;CBX10;HRZB00ICBE11;22.3.2019;1042,72;1051,8;1042,72;1049,85;0,68;3877359,6
XZAG;CBX10;HRZB00ICBE11;21.3.2019;1045,7;1047,06;1042,04;1042,72;-0,28;1470708,6
XZAG;CBX10;HRZB00ICBE11;20.3.2019;1038,82;1046,8;1038,82;1045,7;0,66;3924121,3
XZAG;CBX10;HRZB00ICBE11;19.3.2019;1038,57;1039,25;1035,56;1038,82;-0,04;4119069,6
XZAG;CBX10;HRZB00ICBE11;18.3.2019;1035,33;1039,93;1033,35;1039,25;0,51;9954542,8
XZAG;CBX10;HRZB00ICBE11;15.3.2019;1033,01;1035;1030,11;1033,96;0,09;10976938,1
XZAG;CBX10;HRZB00ICBE11;14.3.2019;1030,43;1035,22;1030,43;1033,01;0,17;2453311,8
XZAG;CBX10;HRZB00ICBE11;13.3.2019;1033,11;1034,03;1029,75;1031,26;-0,05;2616857
XZAG;CBX10;HRZB00ICBE11;12.3.2019;1030,77;1034,85;1030,42;1031,75;0,29;3991566,8
XZAG;CBX10;HRZB00ICBE11;11.3.2019;1029,42;1032,56;1026,73;1028,73;-0,05;5005719,4
XZAG;CBX10;HRZB00ICBE11;8.3.2019;1030,51;1032,06;1027,8;1029,2;-0,14;4528834,3
XZAG;CBX10;HRZB00ICBE11;7.3.2019;1029,61;1030,97;1026,11;1030,6;0,1;3701091,6
XZAG;CBX10;HRZB00ICBE11;6.3.2019;1028,59;1030,55;1026,98;1029,61;0,1;1179346,7
XZAG;CBX10;HRZB00ICBE11;5.3.2019;1028,44;1033,03;1026,19;1028,59;0,14;3092883
XZAG;CBX10;HRZB00ICBE11;4.3.2019;1044,32;1044,32;1023,34;1027,17;-1,64;6482140,5
XZAG;CBX10;HRZB00ICBE11;1.3.2019;1046,97;1047,81;1039,18;1044,32;-0,3;3063102,2
XZAG;CBX10;HRZB00ICBE11;28.2.2019;1037,05;1047,48;1037,05;1047,48;1,05;5495267
XZAG;CBX10;HRZB00ICBE11;27.2.2019;1037,98;1038,98;1033,33;1036,64;-0,13;4946861,8
XZAG;CBX10;HRZB00ICBE11;26.2.2019;1038,9;1039,91;1036,56;1037,98;-0,15;1986887,1
XZAG;CBX10;HRZB00ICBE11;25.2.2019;1033,66;1039,95;1031,79;1039,58;0,61;3303175,6
XZAG;CBX10;HRZB00ICBE11;22.2.2019;1032,55;1033,55;1030,2;1033,3;0,12;3353797,6
XZAG;CBX10;HRZB00ICBE11;21.2.2019;1030,95;1034,27;1030,73;1032,08;0,1;2611104
XZAG;CBX10;HRZB00ICBE11;20.2.2019;1032,56;1034,4;1030,48;1031,04;-0,16;3984334,6
XZAG;CBX10;HRZB00ICBE11;19.2.2019;1037,02;1037,7;1028,41;1032,66;-0,3;3953170,9
XZAG;CBX10;HRZB00ICBE11;18.2.2019;1033,58;1035,77;1027,83;1035,77;0,34;3788752,6
XZAG;CBX10;HRZB00ICBE11;15.2.2019;1023,47;1032,63;1022,97;1032,21;1,46;4131038,7
XZAG;CBX10;HRZB00ICBE11;14.2.2019;1020,82;1025,58;1017,34;1017,34;-0,34;4198084
XZAG;CBX10;HRZB00ICBE11;13.2.2019;1016,89;1022,58;1016,89;1020,82;0,39;1177038,5
XZAG;CBX10;HRZB00ICBE11;12.2.2019;1016,06;1019,2;1016,06;1016,83;0,08;2067565,5
XZAG;CBX10;HRZB00ICBE11;11.2.2019;1023,01;1023,99;1015,61;1016,06;-0,68;3033971,6
XZAG;CBX10;HRZB00ICBE11;8.2.2019;1028,22;1028,28;1016,67;1023,01;-0,51;2420805,1
XZAG;CBX10;HRZB00ICBE11;7.2.2019;1029,21;1029,97;1024,74;1028,22;-0,01;1936602,8
XZAG;CBX10;HRZB00ICBE11;6.2.2019;1026,12;1031,22;1025,31;1028,37;-0,09;1010062,5
XZAG;CBX10;HRZB00ICBE11;5.2.2019;1024,53;1029,34;1021,95;1029,27;0,42;1984507,8
XZAG;CBX10;HRZB00ICBE11;4.2.2019;1022,45;1024,95;1019,34;1024,95;0,24;673488,8
XZAG;CBX10;HRZB00ICBE11;1.2.2019;1020,87;1025,37;1020,87;1022,45;0,15;1777997,4
XZAG;CBX10;HRZB00ICBE11;31.1.2019;1024,92;1026,03;1020,87;1020,87;-0,31;8133050,2
XZAG;CBX10;HRZB00ICBE11;30.1.2019;1021,48;1026,46;1021,48;1024;0,25;1388551
XZAG;CBX10;HRZB00ICBE11;29.1.2019;1021,23;1023,61;1019,54;1021,48;0,15;1946678,8
XZAG;CBX10;HRZB00ICBE11;28.1.2019;1023,66;1025,27;1019,98;1019,98;-0,36;3326531,1
XZAG;CBX10;HRZB00ICBE11;25.1.2019;1020,52;1023,66;1017,89;1023,66;0,34;2285448
XZAG;CBX10;HRZB00ICBE11;24.1.2019;1018,1;1020,6;1016,41;1020,15;0,07;4071561,4
XZAG;CBX10;HRZB00ICBE11;23.1.2019;1020,79;1022,15;1019,03;1019,46;-0,17;1606758,3
XZAG;CBX10;HRZB00ICBE11;22.1.2019;1017,65;1022,39;1017,65;1021,22;0,31;1887690
XZAG;CBX10;HRZB00ICBE11;21.1.2019;1023,54;1023,54;1017,29;1018,08;-0,37;2680699,6
XZAG;CBX10;HRZB00ICBE11;18.1.2019;1019,16;1025,91;1017,91;1021,84;0,34;2709912
XZAG;CBX10;HRZB00ICBE11;17.1.2019;1015,8;1021,06;1015,8;1018,37;0,29;2269247,7
XZAG;CBX10;HRZB00ICBE11;16.1.2019;1012,56;1017,55;1010,54;1015,39;0,28;2667275,1
XZAG;CBX10;HRZB00ICBE11;15.1.2019;1006,16;1012,69;1006,16;1012,56;0,64;3703418,2
XZAG;CBX10;HRZB00ICBE11;14.1.2019;1006,94;1009,75;1006,03;1006,16;-0,07;2105600,9
