mic;symbol;isin;date;open_value;high_value;low_value;last_value;change_prev_close_percentage;turnover
XZAG;CBX10;HRZB00ICBE11;22.1.2021;1134,45;1134,45;1124,65;1127,25;-0,52;4135339,82
XZAG;CBX10;HRZB00ICBE11;21.1.2021;1143;1143,97;1132,64;1133,11;-0,87;5019989,02
XZAG;CBX10;HRZB00ICBE11;20.1.2021;1139,96;1146,31;1139,96;1143;0,26;3290506,88
XZAG;CBX10;HRZB00ICBE11;19.1.2021;1138,64;1141,34;1136,85;1140;0,12;7253748,84
XZAG;CBX10;HRZB00ICBE11;18.1.2021;1146,61;1146,61;1138,02;1138,64;-0,7;4887104,88
XZAG;CBX10;HRZB00ICBE11;15.1.2021;1142,65;1147,03;1140,2;1146,61;0,35;4418327,3
XZAG;CBX10;HRZB00ICBE11;14.1.2021;1142,05;1145,02;1139,5;1142,65;0,05;3521243,64
XZAG;CBX10;HRZB00ICBE11;13.1.2021;1139,12;1146,88;1137,66;1142,09;0,3;4751232,6
XZAG;CBX10;HRZB00ICBE11;12.1.2021;1132,59;1138,83;1131,25;1138,64;0,59;3169846,14
XZAG;CBX10;HRZB00ICBE11;11.1.2021;1129,5;1135,55;1126,79;1132;0,25;2351582,68
XZAG;CBX10;HRZB00ICBE11;8.1.2021;1117,34;1129,38;1116,86;1129,21;1,06;8566882,08
XZAG;CBX10;HRZB00ICBE11;7.1.2021;1104,94;1117,34;1104,94;1117,34;1,12;6085249,6
XZAG;CBX10;HRZB00ICBE11;5.1.2021;1092,04;1104,94;1092,04;1104,94;1,26;7863629,4
XZAG;CBX10;HRZB00ICBE11;4.1.2021;1088,26;1093,98;1085,18;1091,15;0,31;3495768,54
