"mic";"symbol";"isin";"date";"trading_model_id";"open_price";"high_price";"low_price";"last_price";"vwap_price";"change_prev_close_percentage";"num_trades";"volume";"turnover"
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-30";"CT";1660,00;1680,00;1660,00;1680,00;1674,7692307692;0,00;7;65,00;108860,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-29";"CT";1670,00;1680,00;1670,00;1680,00;1677,1428571429;0,60;3;21,00;35220,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-28";"CT";1670,00;1670,00;1660,00;1670,00;1668,7037037037;0,00;4;54,00;90110,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-27";"CT";1670,00;1670,00;1670,00;1670,00;1670,0000000000;0,60;3;20,00;33400,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-23";"CT";1660,00;1660,00;1650,00;1660,00;1651,3281250000;0,00;4;256,00;422740,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-22";"CT";1660,00;1660,00;1660,00;1660,00;1660,0000000000;1,22;3;140,00;232400,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-21";"CT";1630,00;1650,00;1630,00;1640,00;1648,0188679245;0,61;7;212,00;349380,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-20";"CT";1660,00;1660,00;1610,00;1630,00;1642,4521072797;-1,21;18;522,00;857360,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-17";"CT";1650,00;1650,00;1650,00;1650,00;1650,0000000000;0,00;1;4,00;6600,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-16";"CT";1650,00;1650,00;1650,00;1650,00;1650,0000000000;0,00;3;8,00;13200,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-15";"CT";1650,00;1650,00;1650,00;1650,00;1650,0000000000;0,00;7;1090,00;1798500,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-14";"CT";1640,00;1650,00;1630,00;1650,00;1640,0115473441;1,23;10;866,00;1420250,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-13";"CT";1620,00;1640,00;1620,00;1630,00;1628,2700421941;0,62;10;237,00;385900,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-10";"CT";1620,00;1620,00;1610,00;1620,00;1619,3243243243;-1,22;6;444,00;718980,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-09";"CT";1640,00;1640,00;1640,00;1640,00;1640,0000000000;0,61;2;3,00;4920,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-08";"CT";1630,00;1630,00;1630,00;1630,00;1630,0000000000;1,24;4;199,00;324370,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-07";"CT";1620,00;1620,00;1610,00;1610,00;1616,6558441558;-0,62;5;308,00;497930,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-06";"CT";1630,00;1630,00;1620,00;1620,00;1628,7570621469;-1,22;5;708,00;1153160,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-03";"CT";1630,00;1640,00;1630,00;1640,00;1635,7142857143;1,86;2;7,00;11450,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-02";"CT";1610,00;1610,00;1610,00;1610,00;1610,0000000000;-0,62;1;3,00;4830,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-12-01";"CT";1610,00;1640,00;1610,00;1620,00;1621,2500000000;1,25;9;104,00;168610,00
"XZAG";"ATGR";"HRATGRRA0003";"2021-11-30";"CT";1600,00;1600,00;1600,00;1600,00;1600,0000000000;1,27;5;143,00;228800,00
