"mic";"symbol";"isin";"date";"trading_model_id";"open_price";"high_price";"low_price";"last_price";"vwap_price";"change_prev_close_percentage";"num_trades";"volume";"turnover"
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-30";"CT";38,60;39,00;38,50;39,00;38,791537209327;1,30;60;92759,00;3598264,20
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-27";"CT";38,30;38,50;38,00;38,50;38,419121504304;0,26;37;54138,00;2079934,40
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-23";"CT";38,00;38,40;38,00;38,40;38,295671456758;0,79;26;57271,00;2193231,40
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-20";"CT";38,30;38,30;38,00;38,10;38,055622397038;-0,26;8;2161,00;82238,20
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-19";"CT";38,10;38,20;38,10;38,20;38,121140939597;0,26;9;3874,00;147681,30
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-18";"CT";38,00;38,20;38,00;38,10;38,031662688942;0,26;13;6285,00;239029,00
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-17";"CT";38,00;38,30;37,90;38,00;38,051257473292;0,00;30;51015,00;1941184,90
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-16";"CT";37,90;38,20;37,90;38,00;38,055828917487;0,00;18;15852,00;603261,00
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-13";"CT";37,90;38,30;37,90;38,00;38,013609521214;-0,78;9;11007,00;418415,80
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-12";"CT";38,00;38,30;37,90;38,30;38,183723474076;0,00;20;18284,00;698151,20
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-11";"CT";37,90;38,30;37,90;38,30;38,211583924350;0,79;25;18612,00;711194,00
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-10";"CT";38,00;38,00;37,90;38,00;37,994397959184;0,00;8;9800,00;372345,10
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-09";"CT";38,00;38,30;38,00;38,00;38,006366583409;-0,78;18;56451,00;2145497,40
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-06";"CT";37,80;38,30;37,80;38,30;38,208068411776;0,79;22;15319,00;585309,40
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-05";"CT";38,00;38,00;37,90;38,00;37,960193346602;-0,26;13;17585,00;667530,00
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-04";"CT";38,20;38,20;38,10;38,10;38,165787217202;-0,26;20;15161,00;578631,50
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-03";"CT";38,00;38,20;38,00;38,20;38,199074550129;0,00;8;3890,00;148594,40
"XZAG";"RIVP";"HRRIVPRA0000";"2019-12-02";"CT";38,00;38,40;38,00;38,20;38,216421167485;-0,26;19;9165,00;350253,50
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-29";"CT";38,20;38,30;38,10;38,30;38,263400302441;0,52;15;23145,00;885606,40
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-28";"CT";38,30;38,30;38,10;38,10;38,278142416144;-0,26;15;48267,00;1847571,10
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-27";"CT";38,00;38,20;37,80;38,20;38,177770988635;0,53;14;8183,00;312408,70
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-26";"CT";38,00;38,20;37,90;38,00;38,001794388251;-0,52;21;34998,00;1329986,80
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-25";"CT";37,80;38,20;37,80;38,20;37,950925474915;0,79;21;8212,00;311653,00
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-22";"CT";38,10;38,10;37,90;37,90;37,920394736842;-0,52;14;5776,00;219028,20
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-21";"CT";38,10;38,20;38,10;38,10;38,135205073996;-0,52;18;11825,00;450948,80
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-20";"CT";38,00;38,30;38,00;38,30;38,081150278293;-0,26;12;2695,00;102628,70
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-19";"CT";38,00;38,50;38,00;38,40;38,251658713693;1,59;70;96400,00;3687459,90
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-18";"CT";37,70;38,00;37,70;37,80;37,884643282989;0,27;23;20128,00;762542,10
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-15";"CT";37,70;37,80;37,70;37,70;37,708897158322;0,00;5;2956,00;111467,50
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-14";"CT";37,60;37,70;37,60;37,70;37,602561803510;0,00;9;7807,00;293563,20
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-13";"CT";37,60;37,70;37,60;37,70;37,697473245490;-0,53;38;46067,00;1736609,50
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-12";"CT";37,60;38,00;37,60;37,90;37,896372239748;-0,26;8;63400,00;2402630,00
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-11";"CT";37,80;38,00;37,80;38,00;37,873598682798;-0,52;20;13969,00;529056,30
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-08";"CT";37,70;38,20;37,70;38,20;37,927456372290;0,79;26;28365,00;1075812,30
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-07";"CT";37,90;38,00;37,90;37,90;37,903022452504;-0,26;22;11580,00;438917,00
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-06";"CT";37,60;38,00;37,60;38,00;37,884075566995;1,06;34;41182,00;1560142,00
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-05";"CT";37,70;37,90;37,40;37,60;37,626580557444;-0,27;33;23536,00;885579,20
"XZAG";"RIVP";"HRRIVPRA0000";"2019-11-04";"CT";38,10;38,40;37,50;37,70;37,976516133679;-0,79;37;27768,00;1054531,90
"XZAG";"RIVP";"HRRIVPRA0000";"2019-10-31";"CT";38,40;38,50;38,00;38,00;38,349192573095;-1,04;26;14057,00;539074,60
"XZAG";"RIVP";"HRRIVPRA0000";"2019-10-30";"CT";38,40;38,80;38,40;38,40;38,534562211982;-1,03;26;3255,00;125430,00
"XZAG";"RIVP";"HRRIVPRA0000";"2019-10-29";"CT";38,00;38,80;37,90;38,80;38,533270898950;2,11;59;95567,00;3682509,10
"XZAG";"RIVP";"HRRIVPRA0000";"2019-10-28";"CT";37,70;38,00;37,70;38,00;37,963709637784;0,53;17;20347,00;772447,60
"XZAG";"RIVP";"HRRIVPRA0000";"2019-10-25";"CT";38,00;38,00;37,70;37,80;37,792670948243;-0,53;12;5294,00;200074,40
"XZAG";"RIVP";"HRRIVPRA0000";"2019-10-24";"CT";38,00;38,20;37,80;38,00;37,905073700543;0,00;17;6445,00;244298,20
